date,open,high,low,close,volume
2025-04-07,5.41,5.41,5.41,5.41,69211
2025-04-08,5.14,5.14,5.14,5.14,88214
2025-04-09,4.88,5.2,4.88,5.11,335328
2025-04-10,5.37,5.37,5.28,5.37,187372
2025-04-11,5.55,5.64,5.5,5.57,353517
2025-04-14,5.56,5.85,5.54,5.85,271456
2025-04-15,5.93,6.14,5.76,6.11,321818
2025-04-16,6.21,6.42,6.19,6.42,365148
2025-04-17,6.45,6.74,6.14,6.22,539337
2025-04-18,6.19,6.51,6.01,6.42,405085
2025-04-21,6.55,6.74,6.5,6.74,366523
2025-04-22,6.85,7.05,6.78,6.91,371488
2025-04-23,6.57,6.89,6.56,6.56,437815
2025-04-24,6.56,6.89,6.56,6.89,320307
2025-04-25,6.74,7.14,6.73,6.9,412177
2025-04-28,7.01,7.2,6.87,7.15,404672
2025-04-29,7.18,7.3,6.79,6.79,516924
2025-04-30,6.77,6.89,6.5,6.69,225001
2025-05-06,6.83,6.95,6.71,6.91,213424
2025-05-07,6.9,6.99,6.76,6.91,193106
2025-05-08,6.93,7.24,6.85,7.13,249692
2025-05-09,7.06,7.2,6.96,7.15,217976
2025-05-12,7.0,7.2,6.98,7.12,157524
2025-05-13,7.0,7.48,7.0,7.38,298375
2025-05-14,7.4,7.67,7.34,7.42,253629
2025-05-15,7.38,7.56,7.2,7.33,207521
2025-05-16,7.45,7.48,7.25,7.38,120149
2025-05-19,7.47,7.65,7.41,7.58,144445
2025-05-20,7.63,7.7,7.42,7.51,166680
2025-05-21,7.62,7.65,7.49,7.55,110124
2025-05-22,7.55,7.6,7.38,7.41,141836
2025-05-23,7.38,7.51,7.35,7.46,113346
2025-05-26,7.39,7.66,7.33,7.6,165107
2025-05-27,7.6,7.66,7.41,7.49,137528
2025-05-28,7.48,7.55,7.4,7.43,103764
2025-05-29,7.35,7.39,7.06,7.07,274379
2025-05-30,7.14,7.41,7.07,7.37,205864
2025-06-03,7.5,7.55,7.31,7.37,157547
2025-06-05,8.0,8.11,7.53,8.11,1048027
2025-06-06,7.95,8.92,7.9,8.92,898465
2025-06-09,9.0,9.8,8.58,9.45,1441190
2025-06-10,9.27,9.39,8.75,9.0,1103768
2025-06-11,8.88,9.01,8.7,8.79,572099
2025-06-12,8.95,9.0,8.61,8.82,482419
2025-06-13,9.0,9.63,8.87,9.42,923072
2025-06-16,9.26,9.57,9.01,9.12,568627
2025-06-17,9.0,9.25,8.8,9.14,360198
2025-06-18,9.1,9.55,9.09,9.22,538611
2025-06-19,9.31,9.42,9.1,9.17,446697
2025-06-20,9.09,9.36,8.9,9.01,393973
2025-06-23,9.12,9.35,8.9,9.25,362533
2025-06-24,9.26,9.3,8.9,9.02,633207
2025-06-25,8.93,9.3,8.88,8.99,312594
2025-06-26,9.0,9.0,8.7,8.82,306717
2025-06-27,8.74,9.5,8.74,9.22,676262
2025-06-30,9.56,10.14,9.48,9.82,919754
2025-07-01,9.82,9.94,9.46,9.49,547986
2025-07-02,9.52,9.66,9.43,9.52,332851
2025-07-03,9.52,9.7,9.43,9.56,356741
2025-07-04,9.56,9.72,9.46,9.52,370755
