date,open,high,low,close,volume
2025-04-08,5.86,6.49,5.85,6.49,1103644
2025-04-09,6.55,7.12,6.34,6.82,1562017
2025-04-10,6.55,6.89,6.52,6.7,1214719
2025-04-11,6.71,6.78,6.44,6.58,674098
2025-04-14,6.78,6.94,6.55,6.87,1078687
2025-04-15,6.79,6.8,6.6,6.69,641176
2025-04-16,6.61,6.63,6.36,6.5,519799
2025-04-17,6.45,6.63,6.41,6.56,410841
2025-04-18,6.55,6.56,6.37,6.43,334496
2025-04-21,6.37,6.44,6.23,6.44,370554
2025-04-22,6.4,6.56,6.37,6.38,380483
2025-04-23,6.38,6.46,6.27,6.27,338117
2025-04-24,6.25,6.33,6.18,6.19,274020
2025-04-25,6.24,6.25,6.18,6.19,169513
2025-04-28,6.08,6.09,5.91,5.93,334980
2025-04-29,5.91,5.98,5.9,5.92,170653
2025-04-30,5.92,5.96,5.9,5.91,165143
2025-05-06,5.93,5.99,5.93,5.98,195826
2025-05-07,6.04,6.09,6.0,6.05,256352
2025-05-08,6.05,6.08,5.99,6.07,172504
2025-05-09,6.05,6.08,5.97,6.01,146313
2025-05-12,6.02,6.05,5.96,5.99,168023
2025-05-13,6.03,6.04,5.98,6.0,127585
2025-05-14,6.0,6.03,5.95,6.02,129099
2025-05-15,6.0,6.02,5.97,5.98,93471
2025-05-16,5.97,5.98,5.93,5.95,104450
2025-05-19,5.95,5.97,5.89,5.93,149579
2025-05-20,5.96,5.99,5.92,5.96,207232
2025-05-21,5.96,5.97,5.9,5.9,152030
2025-05-22,5.91,5.92,5.77,5.79,230166
2025-05-23,5.76,5.81,5.74,5.76,121227
2025-05-26,5.76,5.79,5.65,5.68,217638
2025-05-27,5.68,5.7,5.63,5.66,136312
2025-05-28,5.65,5.66,5.48,5.54,285951
2025-05-29,5.51,5.59,5.49,5.59,146773
2025-05-30,5.58,5.74,5.56,5.65,260405
2025-06-03,5.6,5.67,5.52,5.64,149007
2025-06-04,5.6,5.68,5.56,5.67,153086
2025-06-05,5.65,5.67,5.58,5.62,136330
2025-06-06,5.85,6.18,5.82,6.09,1248257
2025-06-09,5.95,5.97,5.85,5.89,731192
2025-06-10,5.89,5.97,5.83,5.91,428447
2025-06-11,5.9,6.01,5.87,5.94,336841
2025-06-12,5.88,5.97,5.85,5.9,242325
2025-06-13,5.86,6.35,5.79,6.0,603497
2025-06-16,5.99,6.09,5.91,6.06,349644
2025-06-17,6.04,6.14,6.03,6.09,313745
2025-06-18,6.03,6.14,5.98,5.99,391639
2025-06-19,5.94,5.99,5.84,5.86,233102
2025-06-20,5.88,5.97,5.85,5.87,207913
2025-06-23,5.82,5.91,5.75,5.9,163743
2025-06-24,5.89,5.97,5.89,5.97,184694
2025-06-25,5.96,6.08,5.94,6.02,253274
2025-06-26,6.01,6.12,5.95,6.09,409742
2025-06-27,6.09,6.11,6.01,6.02,241147
2025-06-30,6.03,6.19,6.01,6.17,350065
2025-07-01,6.19,6.19,6.08,6.13,239985
2025-07-02,6.13,6.16,6.07,6.1,207697
2025-07-03,6.12,6.16,6.1,6.12,201247
2025-07-04,6.12,6.26,6.1,6.18,450850
