date,open,high,low,close,volume
2025-03-26,15.29,15.4,14.77,14.87,177982
2025-03-27,15.18,15.19,14.5,14.55,99270
2025-03-28,14.5,14.76,14.24,14.64,71791
2025-03-31,14.47,14.52,14.1,14.1,50616
2025-04-01,14.2,14.46,14.15,14.35,41703
2025-04-02,14.3,14.43,14.16,14.3,27776
2025-04-03,14.26,14.5,14.14,14.33,42529
2025-04-07,12.9,13.39,12.9,12.9,63974
2025-04-08,11.71,12.73,11.71,12.42,97786
2025-04-09,12.49,13.33,11.78,13.11,94436
2025-04-10,13.35,13.57,13.11,13.24,66507
2025-04-11,13.2,13.5,13.17,13.41,51339
2025-04-14,13.44,13.97,13.43,13.8,61902
2025-04-15,13.8,13.86,13.57,13.69,39599
2025-04-16,13.8,13.8,13.26,13.59,38405
2025-04-17,13.5,13.83,13.5,13.63,32667
2025-04-18,13.53,13.92,13.53,13.77,33704
2025-04-21,13.66,13.86,13.61,13.85,30183
2025-04-22,13.84,14.0,13.61,13.64,40735
2025-04-23,13.75,13.9,13.61,13.8,50703
2025-04-24,13.95,14.35,13.75,14.14,96720
2025-04-25,14.19,14.2,13.85,13.89,49342
2025-04-28,13.95,13.95,13.59,13.62,37161
2025-04-29,13.55,13.69,13.47,13.49,31398
2025-04-30,13.5,13.72,13.5,13.53,29103
2025-05-06,13.58,14.07,13.58,14.05,59658
2025-05-07,14.16,14.25,13.86,13.95,47567
2025-05-08,13.9,14.34,13.87,14.28,66126
2025-05-09,14.38,14.67,14.17,14.17,56690
2025-05-12,14.25,14.41,14.12,14.24,54584
2025-05-13,14.45,14.67,14.26,14.3,67043
2025-05-14,14.3,14.38,14.1,14.34,48029
2025-05-15,14.29,14.45,14.18,14.31,50157
2025-05-28,15.74,15.74,14.64,14.9,469408
2025-05-29,14.27,15.0,13.48,14.1,308950
2025-05-30,13.8,13.9,12.77,12.84,216432
2025-06-03,12.86,12.95,12.62,12.95,104283
2025-06-04,12.94,13.03,12.8,12.85,74183
2025-06-05,12.87,12.91,12.68,12.75,68355
2025-06-06,12.71,12.82,12.69,12.71,50279
2025-06-09,12.7,12.74,12.61,12.73,60138
2025-06-10,12.76,12.76,12.35,12.45,81323
2025-06-11,12.41,12.67,12.39,12.56,53981
2025-06-12,12.51,12.52,12.39,12.4,52082
2025-06-13,12.37,12.4,12.07,12.17,63498
2025-06-16,12.1,12.23,12.09,12.2,32328
2025-06-17,12.21,12.28,12.09,12.15,37769
2025-06-18,12.15,12.16,11.98,12.05,39123
2025-06-19,12.02,12.08,11.8,11.82,38841
2025-06-20,11.82,11.99,11.8,11.88,31688
2025-06-23,11.78,12.1,11.72,12.1,41732
2025-06-24,12.16,12.69,12.06,12.64,120126
2025-06-25,12.55,12.65,12.42,12.58,77651
2025-06-26,12.53,12.57,12.42,12.43,46514
2025-06-27,12.43,12.59,12.42,12.47,41435
2025-06-30,12.51,12.54,12.43,12.52,33228
2025-07-01,12.51,12.57,12.35,12.42,37295
2025-07-02,12.42,12.49,12.35,12.43,33400
2025-07-03,12.43,12.47,12.38,12.43,29010
2025-07-04,12.41,12.49,12.32,12.33,37250
