date,open,high,low,close,volume
2025-04-08,5.66,5.97,5.45,5.64,407782
2025-04-09,5.52,5.91,5.09,5.86,403378
2025-04-10,5.97,6.15,5.97,6.01,308569
2025-04-11,5.93,6.19,5.89,6.13,219324
2025-04-14,6.22,6.52,6.22,6.46,316143
2025-04-15,6.65,6.75,6.42,6.48,277571
2025-04-16,6.48,6.51,6.23,6.27,206974
2025-04-17,6.26,6.39,6.22,6.26,192095
2025-04-18,6.27,6.32,6.17,6.26,142933
2025-04-21,6.23,6.35,6.18,6.34,144850
2025-04-22,6.32,6.52,6.32,6.46,221121
2025-04-23,6.49,6.6,6.49,6.54,185584
2025-04-24,6.54,6.76,6.54,6.75,368794
2025-04-25,6.75,6.86,6.65,6.75,311981
2025-04-28,6.77,6.77,6.44,6.48,238682
2025-04-29,6.49,6.62,6.43,6.61,170506
2025-04-30,6.82,6.85,6.26,6.34,530136
2025-05-06,6.37,6.43,6.29,6.37,445318
2025-05-07,6.42,6.49,6.25,6.32,365118
2025-05-08,6.32,6.55,6.25,6.44,400495
2025-05-09,6.42,6.43,6.19,6.23,275823
2025-05-12,6.26,6.34,6.26,6.28,183529
2025-05-13,6.35,6.44,6.25,6.29,196384
2025-05-14,6.29,6.33,6.19,6.29,221314
2025-05-15,6.28,6.32,6.16,6.16,172212
2025-05-16,6.17,6.21,6.11,6.14,125250
2025-05-19,6.25,6.56,6.25,6.38,480648
2025-05-20,6.38,6.45,6.25,6.43,394646
2025-05-21,6.43,6.75,6.34,6.65,710997
2025-05-22,6.63,6.74,6.45,6.45,495284
2025-05-23,6.45,7.1,6.39,6.83,1074835
2025-05-26,6.73,7.02,6.68,6.95,872767
2025-05-27,6.83,6.9,6.73,6.87,499818
2025-05-28,6.8,6.84,6.64,6.65,426526
2025-05-29,6.62,6.71,6.58,6.69,264299
2025-05-30,6.63,6.67,6.47,6.48,247618
2025-06-03,6.38,6.44,6.35,6.37,235726
2025-06-04,6.35,6.43,6.33,6.39,178089
2025-06-05,6.41,6.46,6.32,6.44,227728
2025-06-06,6.43,6.43,6.35,6.37,160873
2025-06-09,6.35,6.43,6.35,6.42,156121
2025-06-10,6.43,6.55,6.33,6.4,295174
2025-06-11,6.37,6.46,6.37,6.41,171197
2025-06-12,6.38,6.41,6.33,6.33,189285
2025-06-13,6.4,6.45,6.27,6.28,163840
2025-06-16,6.29,6.35,6.25,6.32,120981
2025-06-17,6.34,6.45,6.28,6.38,139831
2025-06-18,6.39,6.4,6.28,6.31,113378
2025-06-19,6.32,6.33,6.1,6.12,167706
2025-06-20,6.14,6.25,6.11,6.12,108026
2025-06-23,6.11,6.17,6.03,6.17,109443
2025-06-24,6.18,6.41,6.17,6.4,248844
2025-06-25,6.43,6.7,6.42,6.62,535487
2025-06-26,7.0,7.28,6.96,7.28,565077
2025-06-27,8.0,8.01,7.02,7.03,2187119
2025-06-30,6.95,7.13,6.88,7.12,1020829
2025-07-01,7.08,7.1,6.82,6.88,822163
2025-07-02,6.83,6.86,6.74,6.77,436340
2025-07-03,6.8,6.93,6.76,6.89,485408
2025-07-04,6.88,6.88,6.74,6.75,332068
