date,open,high,low,close,volume
2025-04-08,8.87,8.9,8.44,8.82,330280
2025-04-09,8.74,8.94,8.39,8.9,245870
2025-04-10,9.03,9.29,8.95,8.98,236646
2025-04-11,9.0,9.12,8.93,8.98,179917
2025-04-14,9.04,9.43,9.04,9.34,278335
2025-04-15,9.35,9.36,9.1,9.14,168614
2025-04-16,9.15,9.19,8.89,9.01,139264
2025-04-17,8.97,9.08,8.95,8.96,111729
2025-04-18,8.97,8.98,8.85,8.95,107740
2025-04-21,8.93,9.39,8.87,9.3,205324
2025-04-22,9.29,9.62,9.2,9.41,205531
2025-04-23,9.54,9.68,9.46,9.52,208483
2025-04-24,9.54,9.57,9.33,9.43,146028
2025-04-25,9.39,9.87,9.37,9.48,292282
2025-04-28,9.49,9.54,9.35,9.37,168697
2025-04-29,9.36,9.52,9.29,9.39,118886
2025-04-30,9.42,9.47,9.31,9.39,141318
2025-05-06,9.43,9.78,9.43,9.77,261001
2025-05-07,9.84,9.88,9.68,9.78,209924
2025-05-08,9.83,10.02,9.73,9.9,268409
2025-05-09,9.97,10.5,9.93,10.21,641249
2025-05-12,10.12,10.58,9.86,10.41,568032
2025-05-13,10.48,10.5,10.06,10.21,402365
2025-05-14,10.16,10.53,10.12,10.48,497545
2025-05-15,10.48,10.72,10.41,10.56,519724
2025-05-16,10.55,11.63,10.48,11.37,1159474
2025-05-19,11.44,11.44,10.99,11.0,834403
2025-05-20,11.0,11.11,10.82,11.04,528418
2025-05-21,11.04,11.06,10.66,10.89,474416
2025-05-22,10.84,10.9,10.51,10.52,406186
2025-05-23,10.5,10.73,10.5,10.52,279692
2025-05-26,10.51,10.68,10.44,10.49,234235
2025-05-27,10.51,10.56,10.28,10.34,210376
2025-05-28,10.34,10.78,10.29,10.6,425592
2025-05-29,10.79,11.35,10.77,11.18,569932
2025-05-30,11.13,11.24,10.92,11.15,327150
2025-06-03,11.16,11.59,10.99,11.47,526187
2025-06-04,11.48,12.19,11.45,11.88,680274
2025-06-05,11.94,12.05,11.6,11.76,418897
2025-06-06,11.85,11.96,11.65,11.83,430466
2025-06-09,11.89,11.98,11.69,11.85,443708
2025-06-10,11.79,11.99,11.64,11.8,393184
2025-06-11,11.79,12.23,11.74,11.87,565980
2025-06-12,11.87,11.87,11.5,11.75,489122
2025-06-13,11.76,11.98,11.64,11.83,378680
2025-06-16,11.89,12.04,11.7,11.88,391608
2025-06-17,11.8,12.4,11.77,11.87,457504
2025-06-18,11.74,11.92,11.5,11.89,310420
2025-06-19,11.87,12.05,11.76,11.78,298531
2025-06-20,11.81,11.89,11.5,11.55,318518
2025-06-23,11.49,11.68,11.43,11.61,232939
2025-06-24,11.58,11.7,11.48,11.57,242253
2025-06-25,11.57,11.82,11.44,11.56,299249
2025-06-26,11.59,11.8,11.44,11.45,323725
2025-06-27,11.53,11.73,11.41,11.56,328280
2025-06-30,11.6,11.92,11.46,11.86,406952
2025-07-01,11.83,12.2,11.63,12.15,439852
2025-07-02,12.25,12.25,11.91,12.13,325293
2025-07-03,12.13,12.17,11.77,12.0,313168
2025-07-04,11.92,12.45,11.83,12.07,503331
