date,open,high,low,close,volume
2025-04-08,8.7,9.24,8.69,9.19,308946
2025-04-09,9.01,9.3,8.48,9.19,324579
2025-04-10,9.05,9.45,9.02,9.33,301128
2025-04-11,9.21,9.33,9.03,9.04,229487
2025-04-14,9.08,9.66,9.05,9.65,432366
2025-04-15,9.61,10.6,9.45,10.28,581354
2025-04-16,10.18,10.3,9.84,9.85,408295
2025-04-17,9.8,10.19,9.73,9.91,332503
2025-04-18,9.75,9.85,9.52,9.54,271713
2025-04-21,9.48,10.19,9.47,10.08,354860
2025-04-22,9.98,10.3,9.85,10.01,400344
2025-04-23,9.86,10.04,9.72,9.83,286134
2025-04-24,9.78,10.6,9.75,10.27,586338
2025-04-25,10.26,11.3,10.19,10.88,751851
2025-04-28,10.78,11.97,10.4,11.95,911386
2025-04-29,11.34,11.37,10.76,10.88,825086
2025-04-30,10.7,10.85,10.45,10.76,543441
2025-05-06,10.62,11.24,10.53,11.1,475558
2025-05-07,10.92,11.8,10.84,10.99,521821
2025-05-08,10.85,11.47,10.76,10.97,401229
2025-05-09,10.8,11.1,10.72,10.93,339829
2025-05-12,10.81,10.88,10.51,10.63,313261
2025-05-13,10.6,10.69,10.46,10.56,205496
2025-05-14,10.5,10.8,10.26,10.71,331365
2025-05-15,10.59,10.88,10.5,10.53,267299
2025-05-16,10.41,10.52,10.16,10.17,240423
2025-05-19,10.2,10.41,10.15,10.38,183289
2025-05-20,10.31,10.76,10.25,10.72,308285
2025-05-21,10.6,11.2,10.55,10.78,436976
2025-05-22,10.63,10.84,10.23,10.29,302241
2025-05-23,10.18,10.26,9.78,9.8,251875
2025-05-26,9.73,10.04,9.72,9.96,135200
2025-05-27,9.95,10.09,9.87,9.97,123915
2025-05-28,9.91,10.15,9.83,9.84,121989
2025-05-29,9.84,10.15,9.82,10.08,164371
2025-05-30,10.19,10.2,9.81,9.81,137957
2025-06-03,9.71,9.81,9.61,9.79,101727
2025-06-04,9.8,9.99,9.76,9.96,114249
2025-06-05,10.03,10.1,9.88,9.92,100741
2025-06-06,9.87,10.02,9.86,9.91,79406
2025-06-09,9.76,9.85,9.66,9.82,113160
2025-06-10,9.82,9.94,9.68,9.92,191774
2025-06-11,9.87,10.05,9.77,10.04,191783
2025-06-12,10.02,10.02,9.76,9.79,148025
2025-06-13,9.8,10.05,9.7,9.71,169675
2025-06-16,9.65,9.73,9.51,9.66,106511
2025-06-17,9.66,9.7,9.58,9.68,78229
2025-06-18,9.67,9.7,9.52,9.52,81814
2025-06-19,9.5,9.52,9.26,9.29,103631
2025-06-20,9.21,9.35,9.21,9.25,51945
2025-06-23,9.2,9.33,9.15,9.32,55414
2025-06-24,9.4,9.54,9.34,9.5,73775
2025-06-25,9.5,9.56,9.45,9.54,73092
2025-06-26,9.56,9.61,9.48,9.57,81116
2025-06-27,9.55,9.63,9.53,9.6,73033
2025-06-30,9.65,9.9,9.57,9.77,125621
2025-07-01,9.76,10.09,9.74,10.05,224836
2025-07-02,10.0,10.02,9.88,9.97,136442
2025-07-03,9.95,10.16,9.9,10.07,147055
2025-07-04,10.05,10.43,10.05,10.33,287318
