date,open,high,low,close,volume
2025-04-08,1.73,1.79,1.72,1.78,353307
2025-04-09,1.75,1.85,1.67,1.83,398335
2025-04-10,1.82,1.9,1.82,1.88,331213
2025-04-11,1.85,1.88,1.84,1.85,220683
2025-04-14,1.86,1.87,1.84,1.86,199401
2025-04-15,1.86,1.86,1.83,1.84,167569
2025-04-16,1.84,1.87,1.79,1.82,210556
2025-04-17,1.81,1.9,1.8,1.86,316426
2025-04-18,1.86,1.94,1.86,1.93,438546
2025-04-21,1.94,1.95,1.89,1.93,271360
2025-04-22,1.92,1.97,1.92,1.96,336452
2025-04-23,1.96,1.98,1.93,1.95,230633
2025-04-24,1.95,1.98,1.91,1.94,294737
2025-04-25,1.94,2.02,1.93,1.96,441797
2025-04-28,1.95,1.96,1.85,1.86,355796
2025-04-29,1.84,1.87,1.84,1.86,209251
2025-04-30,1.85,1.9,1.85,1.87,236814
2025-05-06,1.88,1.9,1.87,1.89,236261
2025-05-07,1.92,1.98,1.91,1.92,353464
2025-05-08,1.91,1.95,1.9,1.93,198146
2025-05-09,1.93,1.93,1.88,1.88,231356
2025-05-12,1.89,1.9,1.86,1.89,170543
2025-05-13,1.9,1.91,1.87,1.88,203078
2025-05-14,1.89,1.92,1.86,1.91,243565
2025-05-15,1.9,1.93,1.89,1.89,142778
2025-05-16,1.9,1.9,1.86,1.87,156854
2025-05-19,1.88,1.94,1.87,1.93,368094
2025-05-20,1.93,1.94,1.9,1.92,176243
2025-05-21,1.93,1.93,1.9,1.9,197834
2025-05-22,1.9,1.91,1.86,1.88,235386
2025-05-23,1.88,1.88,1.82,1.83,360880
2025-05-26,1.83,1.84,1.81,1.84,172498
2025-05-27,1.83,1.85,1.82,1.85,170418
2025-05-28,1.84,1.85,1.81,1.82,150417
2025-05-29,1.82,1.87,1.82,1.87,236758
2025-05-30,1.86,1.88,1.84,1.84,177980
2025-06-03,1.84,1.86,1.83,1.85,126553
2025-06-04,1.85,1.88,1.84,1.87,205214
2025-06-05,1.87,1.89,1.85,1.86,166096
2025-06-06,1.86,1.87,1.85,1.86,110524
2025-06-09,1.86,1.87,1.84,1.86,132146
2025-06-10,1.87,1.88,1.82,1.84,235972
2025-06-11,1.84,1.87,1.83,1.85,181459
2025-06-12,1.86,1.86,1.83,1.84,160531
2025-06-13,1.84,1.84,1.8,1.8,247812
2025-06-16,1.8,1.84,1.8,1.83,224040
2025-06-17,1.84,1.84,1.81,1.83,161019
2025-06-18,1.83,1.83,1.8,1.8,147794
2025-06-19,1.8,1.81,1.76,1.78,168725
2025-06-20,1.77,1.79,1.76,1.77,135361
2025-06-23,1.76,1.79,1.74,1.79,148371
2025-06-24,1.79,1.82,1.78,1.81,167503
2025-06-25,1.82,1.83,1.8,1.83,187037
2025-06-26,1.83,1.84,1.81,1.82,202402
2025-06-27,1.82,1.85,1.81,1.82,230034
2025-06-30,1.83,1.83,1.81,1.81,170806
2025-07-01,1.82,1.82,1.79,1.8,144541
2025-07-02,1.8,1.83,1.8,1.83,239660
2025-07-03,1.83,1.86,1.83,1.84,194656
2025-07-04,1.84,1.85,1.82,1.83,205868
