date,open,high,low,close,volume
2025-04-08,17.82,18.68,17.1,17.61,517811
2025-04-09,17.19,18.39,16.06,18.22,529509
2025-04-10,18.64,19.14,18.45,18.71,392452
2025-04-11,18.52,19.16,18.39,19.02,293075
2025-04-14,19.39,19.72,19.21,19.5,321592
2025-04-15,19.68,19.95,19.25,19.36,293107
2025-04-16,19.2,19.4,18.76,18.92,195066
2025-04-17,19.7,19.85,19.37,19.47,464392
2025-04-18,19.38,19.55,19.15,19.27,229751
2025-04-21,19.48,20.14,19.36,20.05,374288
2025-04-22,20.03,20.03,19.63,19.66,260292
2025-04-23,19.88,21.65,19.76,21.42,744897
2025-04-24,21.1,21.16,20.45,20.54,622846
2025-04-25,20.5,21.2,20.37,20.65,397439
2025-04-28,20.6,20.64,20.01,20.08,259987
2025-04-29,20.19,20.95,20.08,20.54,378096
2025-04-30,20.5,20.99,20.46,20.84,314817
2025-05-06,21.0,21.55,20.95,21.55,402631
2025-05-07,22.0,23.73,21.95,23.73,723661
2025-05-08,23.5,25.28,23.32,24.57,1742577
2025-05-09,24.2,24.5,23.4,23.64,989484
2025-05-12,23.65,24.68,23.15,24.42,931578
2025-05-13,24.45,24.46,23.61,23.9,738183
2025-05-14,23.75,23.85,23.38,23.53,522231
2025-05-15,23.48,23.67,22.8,22.86,406410
2025-05-16,22.8,23.16,22.7,22.73,335464
2025-05-19,22.8,23.15,22.36,22.9,367642
2025-05-20,22.85,23.25,22.6,23.01,340099
2025-05-21,22.9,22.9,22.52,22.73,276467
2025-05-22,22.6,22.89,22.35,22.44,288811
2025-05-23,22.31,22.49,21.89,21.93,290459
2025-05-26,21.79,22.18,21.71,22.07,182354
2025-05-27,21.98,22.05,21.57,21.68,206837
2025-05-28,21.77,21.86,21.16,21.2,245735
2025-05-29,21.21,22.25,21.21,22.02,395086
2025-05-30,21.84,22.68,21.47,22.18,552340
2025-06-03,22.6,22.7,21.9,22.0,379111
2025-06-04,22.01,22.15,21.85,21.89,254563
2025-06-05,21.84,22.4,21.71,22.35,384237
2025-06-06,22.28,22.33,21.83,21.86,262537
2025-06-09,21.85,22.19,21.8,21.91,217145
2025-06-10,21.81,21.88,21.15,21.44,293994
2025-06-11,21.46,21.76,21.37,21.46,198767
2025-06-12,21.3,21.57,21.16,21.22,224063
2025-06-13,21.2,21.2,20.67,21.06,355004
2025-06-16,21.06,21.37,20.83,21.17,226140
2025-06-17,21.24,21.3,20.91,20.99,179239
2025-06-18,21.0,21.03,20.85,20.93,137561
2025-06-19,20.84,20.92,20.36,20.4,204548
2025-06-20,20.38,20.54,20.21,20.3,140084
2025-06-23,20.1,20.42,20.01,20.35,132167
2025-06-24,20.51,21.21,20.45,21.19,372687
2025-06-25,21.32,21.78,21.08,21.53,382872
2025-06-26,21.75,22.57,21.69,22.18,659528
2025-06-27,22.05,22.24,21.87,22.08,323650
2025-06-30,22.0,22.6,21.99,22.45,353561
2025-07-01,22.45,22.46,22.08,22.29,232036
2025-07-02,22.16,22.8,21.87,22.18,391586
2025-07-03,23.11,24.36,22.54,23.5,1106145
2025-07-04,23.2,23.31,22.85,22.93,587563
