date,open,high,low,close,volume
2025-04-08,3.44,3.53,3.33,3.39,241459
2025-04-09,3.3,3.46,3.12,3.43,232597
2025-04-10,3.43,3.57,3.43,3.54,180445
2025-04-11,3.52,3.58,3.48,3.5,127053
2025-04-14,3.55,3.63,3.53,3.59,122091
2025-04-15,3.59,3.62,3.55,3.61,75487
2025-04-16,3.6,3.6,3.47,3.53,104022
2025-04-17,3.51,3.65,3.48,3.63,156694
2025-04-18,3.63,3.66,3.54,3.59,95047
2025-04-21,3.63,3.7,3.6,3.63,102008
2025-04-22,3.61,3.69,3.61,3.67,103534
2025-04-23,3.68,3.68,3.6,3.61,114586
2025-04-24,3.62,3.66,3.57,3.61,108964
2025-04-25,3.62,3.64,3.58,3.6,91909
2025-04-28,3.61,3.61,3.49,3.51,92143
2025-04-29,3.46,3.52,3.45,3.49,117013
2025-04-30,3.5,3.55,3.49,3.49,79321
2025-05-06,3.52,3.64,3.5,3.64,132201
2025-05-07,3.67,3.7,3.64,3.67,112031
2025-05-08,3.65,3.71,3.63,3.71,113061
2025-05-09,3.71,3.78,3.66,3.71,153369
2025-05-12,3.72,3.74,3.68,3.72,99833
2025-05-13,3.74,3.75,3.7,3.72,83966
2025-05-14,3.7,3.71,3.66,3.7,85158
2025-05-15,3.68,3.76,3.65,3.73,112238
2025-05-16,3.72,3.77,3.71,3.76,97595
2025-05-19,3.76,3.83,3.72,3.82,140655
2025-05-20,3.8,3.9,3.8,3.86,128646
2025-05-21,3.81,3.86,3.79,3.81,187946
2025-05-22,3.8,3.83,3.75,3.76,125671
2025-05-23,3.76,3.83,3.68,3.72,157559
2025-05-26,3.75,3.75,3.64,3.69,112014
2025-05-27,3.68,3.98,3.67,3.81,365967
2025-05-28,3.8,3.92,3.76,3.83,289797
2025-05-29,3.82,3.91,3.78,3.87,225913
2025-05-30,3.86,3.94,3.82,3.85,166757
2025-06-03,3.82,4.01,3.82,3.97,295409
2025-06-04,3.97,3.99,3.9,3.99,218487
2025-06-05,3.99,4.01,3.93,3.97,209364
2025-06-06,3.95,4.0,3.91,3.95,129372
2025-06-09,3.95,4.03,3.95,4.0,163053
2025-06-10,4.01,4.05,3.93,3.98,217575
2025-06-11,3.98,4.02,3.95,3.98,128006
2025-06-12,3.98,3.98,3.92,3.98,113751
2025-06-13,3.97,3.99,3.84,3.86,142127
2025-06-16,3.86,3.92,3.83,3.88,102448
2025-06-17,3.89,3.95,3.84,3.86,137383
2025-06-18,3.86,3.89,3.82,3.84,141218
2025-06-19,3.84,3.86,3.7,3.71,143774
2025-06-20,3.74,3.75,3.68,3.7,93973
2025-06-23,3.67,3.77,3.64,3.74,98383
2025-06-24,3.78,3.85,3.75,3.84,88890
2025-06-25,3.85,3.87,3.8,3.85,103158
2025-06-26,3.85,3.88,3.81,3.83,87031
2025-06-27,3.86,3.9,3.83,3.85,90208
2025-06-30,3.89,3.93,3.84,3.88,87104
2025-07-01,3.88,3.93,3.85,3.9,122812
2025-07-02,3.93,3.96,3.88,3.91,161614
2025-07-03,3.91,3.98,3.89,3.96,139681
2025-07-04,3.96,3.99,3.92,3.96,103743
