date,open,high,low,close,volume
2025-04-08,3.8,3.84,3.54,3.59,273621
2025-04-09,3.53,3.76,3.39,3.75,222493
2025-04-10,3.78,3.86,3.78,3.79,152228
2025-04-11,3.77,3.84,3.77,3.79,104908
2025-04-14,3.82,3.91,3.81,3.88,119443
2025-04-15,3.88,3.92,3.83,3.9,106242
2025-04-16,3.9,4.29,3.81,4.29,742468
2025-04-17,4.19,4.23,4.08,4.16,733430
2025-04-18,4.15,4.16,4.01,4.03,418171
2025-04-21,4.02,4.08,3.97,4.08,252425
2025-04-22,4.09,4.18,4.08,4.11,292807
2025-04-23,4.11,4.13,4.04,4.06,216140
2025-04-24,4.05,4.12,4.02,4.12,187141
2025-04-25,4.11,4.16,4.09,4.11,157998
2025-04-28,4.09,4.11,4.01,4.02,155648
2025-04-29,4.0,4.06,4.0,4.04,87762
2025-04-30,3.9,3.9,3.75,3.76,336756
2025-05-06,3.78,3.83,3.73,3.83,186928
2025-05-07,3.9,3.92,3.82,3.87,208198
2025-05-08,3.87,4.04,3.83,3.94,234671
2025-05-09,4.07,4.33,4.07,4.33,1001950
2025-05-12,4.32,4.5,4.2,4.26,1015245
2025-05-13,4.29,4.35,4.21,4.23,570747
2025-05-14,4.21,4.29,4.13,4.24,539434
2025-05-15,4.29,4.54,4.29,4.39,861747
2025-05-16,4.3,4.32,4.19,4.21,485290
2025-05-19,4.22,4.26,4.18,4.25,257684
2025-05-20,4.23,4.27,4.18,4.26,286729
2025-05-21,4.26,4.26,4.15,4.15,207372
2025-05-22,4.14,4.18,4.12,4.13,150065
2025-05-23,4.12,4.19,4.0,4.02,182637
2025-05-26,4.02,4.05,3.99,4.0,131385
2025-05-27,4.01,4.1,3.96,4.09,132650
2025-05-28,4.08,4.1,4.05,4.06,85043
2025-05-29,4.07,4.12,4.03,4.09,100369
2025-05-30,4.1,4.33,4.08,4.16,205724
2025-06-03,4.14,4.21,4.12,4.19,148709
2025-06-04,4.19,4.21,4.16,4.21,130037
2025-06-05,4.21,4.22,4.14,4.18,143083
2025-06-06,4.16,4.2,4.15,4.18,92137
2025-06-09,4.17,4.2,4.16,4.2,101211
2025-06-10,4.18,4.21,4.11,4.15,119011
2025-06-11,4.15,4.25,4.14,4.24,178565
2025-06-12,4.22,4.24,4.16,4.18,114166
2025-06-13,4.17,4.17,4.05,4.05,142859
2025-06-16,4.06,4.18,4.04,4.16,112939
2025-06-17,4.14,4.15,4.07,4.09,92785
2025-06-18,4.08,4.09,4.04,4.05,66817
2025-06-19,4.04,4.06,3.95,3.97,95262
2025-06-20,3.97,4.0,3.95,3.96,43894
2025-06-23,3.95,4.06,3.92,4.05,85325
2025-06-24,4.04,4.1,4.01,4.09,83156
2025-06-25,4.09,4.48,4.08,4.33,448698
2025-06-26,4.51,4.76,4.51,4.76,1396801
2025-06-27,4.55,4.64,4.39,4.4,1224834
2025-06-30,4.54,4.7,4.44,4.46,633868
2025-07-01,4.51,4.54,4.34,4.37,489773
2025-07-02,4.4,4.41,4.33,4.36,264695
2025-07-03,4.37,4.39,4.34,4.38,206374
2025-07-04,4.38,4.42,4.3,4.32,290884
