date,open,high,low,close,volume
2025-04-08,19.87,20.08,18.68,18.91,113292
2025-04-09,18.32,19.4,17.17,19.06,88585
2025-04-10,19.17,19.94,19.17,19.45,75338
2025-04-11,19.14,21.22,19.14,20.59,102115
2025-04-14,20.85,21.28,20.62,21.11,67587
2025-04-15,21.11,21.23,20.61,20.75,50043
2025-04-16,20.89,21.07,20.16,20.47,42108
2025-04-17,20.27,21.24,20.27,21.02,49874
2025-04-18,21.11,21.11,20.5,20.72,35959
2025-04-21,20.84,21.0,20.5,21.0,31384
2025-04-22,20.94,21.43,20.92,21.34,47196
2025-04-23,21.6,22.72,21.27,22.53,83033
2025-04-24,22.27,22.39,21.31,21.33,65904
2025-04-25,21.53,21.76,21.16,21.61,39656
2025-04-28,21.63,21.79,20.86,21.01,35531
2025-04-29,21.05,21.66,20.73,21.63,39521
2025-04-30,20.97,21.14,20.24,20.5,64703
2025-05-06,20.51,21.09,20.47,21.07,43609
2025-05-07,21.44,21.88,21.15,21.68,55918
2025-05-08,21.65,22.09,21.47,22.0,45008
2025-05-09,22.01,22.04,21.42,21.45,31893
2025-05-12,21.61,21.84,21.27,21.48,28540
2025-05-13,21.63,21.84,21.48,21.65,31926
2025-05-14,21.74,21.82,21.37,21.43,30154
2025-05-15,20.95,20.95,20.47,20.63,39435
2025-05-16,20.63,21.12,20.52,20.9,26842
2025-05-19,20.93,21.02,20.51,20.63,19142
2025-05-20,20.7,20.7,20.2,20.58,21499
2025-05-21,20.58,20.61,20.21,20.29,20394
2025-05-22,20.25,20.45,19.73,19.74,27702
2025-05-23,19.74,20.33,19.66,19.85,24350
2025-05-26,19.98,20.01,19.73,19.92,15812
2025-05-27,19.88,19.97,19.53,19.83,19242
2025-05-28,19.83,20.13,19.66,19.69,22963
2025-05-29,19.69,20.03,19.69,19.89,21648
2025-05-30,19.91,19.93,19.34,19.41,24526
2025-06-03,19.32,19.67,19.26,19.52,17190
2025-06-04,19.63,19.63,19.5,19.59,15459
2025-06-05,19.61,19.67,19.39,19.66,16493
2025-06-06,19.53,19.94,19.5,19.87,21989
2025-06-09,19.9,20.16,19.79,20.11,21205
2025-06-10,20.11,20.16,19.56,19.8,22657
2025-06-11,19.79,20.07,19.79,19.92,14651
2025-06-12,19.94,20.01,19.77,19.99,13235
2025-06-13,19.93,20.03,19.6,19.66,17856
2025-06-16,19.63,19.98,19.63,19.87,15896
2025-06-17,19.79,20.58,19.79,20.04,33677
2025-06-18,19.96,20.03,19.63,19.73,18676
2025-06-19,19.68,19.77,19.26,19.32,19153
2025-06-20,19.32,19.6,19.12,19.22,15502
2025-06-23,19.04,19.59,18.96,19.53,16508
2025-06-24,19.57,20.11,19.53,20.11,25969
2025-06-25,20.13,20.35,19.92,20.17,20304
2025-06-26,20.18,20.35,20.08,20.12,20774
2025-06-27,20.18,20.45,20.16,20.37,19997
2025-06-30,20.44,20.5,20.3,20.45,13943
2025-07-01,20.44,20.6,20.35,20.59,18389
2025-07-02,20.65,20.69,20.4,20.58,19338
2025-07-03,20.57,20.68,20.45,20.64,13759
2025-07-04,20.61,20.66,20.27,20.34,14873
