date,open,high,low,close,volume
2025-04-08,14.22,14.7,14.0,14.68,797461
2025-04-09,14.42,14.8,14.32,14.68,578619
2025-04-10,14.84,15.25,14.71,15.09,609183
2025-04-11,14.99,15.07,14.81,14.94,340495
2025-04-14,15.05,15.07,14.9,14.95,254781
2025-04-15,14.95,14.96,14.83,14.94,199305
2025-04-16,14.88,14.94,14.67,14.82,262841
2025-04-17,14.76,14.87,14.71,14.79,148365
2025-04-18,14.78,14.92,14.73,14.89,161266
2025-04-21,14.86,15.07,14.8,14.98,227136
2025-04-22,15.01,15.02,14.92,14.96,178877
2025-04-23,15.03,15.05,14.85,14.91,192197
2025-04-24,14.91,15.0,14.85,14.95,173476
2025-04-25,14.95,15.22,14.94,15.09,294654
2025-04-28,15.09,15.13,14.94,15.02,191578
2025-04-29,15.07,15.08,14.89,14.93,194118
2025-04-30,15.02,15.34,15.02,15.21,375943
2025-05-06,15.32,15.39,15.25,15.28,311344
2025-05-07,15.63,15.74,15.36,15.4,403972
2025-05-08,15.35,15.72,15.35,15.5,447055
2025-05-09,15.51,15.56,15.36,15.37,186097
2025-05-12,15.46,15.66,15.36,15.61,322090
2025-05-13,15.72,15.72,15.53,15.69,476185
2025-05-14,15.68,17.3,15.64,16.91,1943280
2025-05-15,16.6,16.75,16.38,16.53,1039906
2025-05-16,16.52,16.57,16.17,16.33,522543
2025-05-19,16.31,16.41,16.18,16.28,493075
2025-05-20,16.29,16.39,16.14,16.19,450748
2025-05-21,16.19,16.3,16.18,16.19,276057
2025-05-22,16.19,16.23,16.07,16.13,277729
2025-05-23,16.12,16.22,15.84,15.88,360462
2025-05-26,15.88,16.02,15.81,15.9,254854
2025-05-27,15.9,15.94,15.79,15.87,210069
2025-05-28,15.91,15.92,15.76,15.78,186344
2025-05-29,15.83,15.93,15.79,15.85,357269
2025-05-30,15.76,15.95,15.65,15.89,344932
2025-06-03,15.8,16.08,15.71,15.95,385943
2025-06-04,15.93,16.22,15.93,16.11,356186
2025-06-05,16.12,16.24,16.02,16.16,304415
2025-06-06,16.17,16.23,16.02,16.05,228452
2025-06-09,16.1,16.35,16.09,16.26,415785
2025-06-10,16.24,16.3,15.93,16.03,351111
2025-06-11,16.06,16.54,16.03,16.49,645128
2025-06-12,16.41,16.77,16.38,16.5,499403
2025-06-13,16.42,16.49,16.2,16.26,435204
2025-06-16,16.19,16.52,16.16,16.47,296581
2025-06-17,16.46,16.5,16.35,16.46,224716
2025-06-18,16.46,16.52,16.11,16.25,297084
2025-06-19,16.16,16.24,15.86,15.9,327837
2025-06-20,15.9,16.02,15.88,15.93,188207
2025-06-23,15.86,16.13,15.86,16.07,273009
2025-06-24,16.12,16.59,16.12,16.42,565869
2025-06-25,16.46,17.05,16.43,16.96,916336
2025-06-26,17.0,17.12,16.71,16.86,703276
2025-06-27,16.88,17.7,16.84,17.05,1116256
2025-06-30,16.9,16.98,16.66,16.81,641211
2025-07-01,16.83,16.86,16.65,16.71,318747
2025-07-02,16.75,16.76,16.62,16.65,311409
2025-07-03,16.67,16.85,16.67,16.78,316449
2025-07-04,16.8,17.3,16.73,17.0,600364
