date,open,high,low,close,volume
2025-04-08,4.67,4.79,4.64,4.72,320957
2025-04-09,4.65,4.79,4.51,4.75,275715
2025-04-10,4.8,4.85,4.77,4.8,254311
2025-04-11,4.78,4.82,4.77,4.8,157568
2025-04-14,4.85,4.87,4.81,4.84,183527
2025-04-15,4.83,4.87,4.8,4.84,120008
2025-04-16,4.83,4.83,4.74,4.8,132793
2025-04-17,4.77,4.86,4.75,4.82,146582
2025-04-18,4.81,4.86,4.79,4.82,91846
2025-04-21,4.66,4.7,4.61,4.69,337827
2025-04-22,4.68,4.75,4.65,4.73,232205
2025-04-23,4.74,4.76,4.67,4.69,169485
2025-04-24,4.76,4.86,4.75,4.77,237487
2025-04-25,4.81,4.9,4.81,4.85,169905
2025-04-28,4.82,4.84,4.75,4.77,133328
2025-04-29,4.76,4.82,4.75,4.8,109971
2025-04-30,4.8,4.87,4.79,4.83,163587
2025-05-06,4.87,4.87,4.83,4.86,142557
2025-05-07,4.94,4.95,4.86,4.88,142753
2025-05-08,4.86,4.9,4.85,4.88,142813
2025-05-09,4.89,4.9,4.85,4.87,96805
2025-05-12,4.88,4.9,4.84,4.88,115461
2025-05-13,4.9,4.91,4.87,4.89,118404
2025-05-14,4.87,4.92,4.84,4.91,125989
2025-05-15,4.89,4.92,4.87,4.88,106110
2025-05-16,4.87,4.9,4.84,4.88,131192
2025-05-19,4.88,4.91,4.86,4.91,128333
2025-05-20,4.91,4.96,4.9,4.95,153248
2025-05-21,4.95,5.04,4.95,4.96,141789
2025-05-22,4.97,4.97,4.9,4.9,118257
2025-05-23,4.9,4.96,4.89,4.89,133460
2025-05-26,4.9,4.9,4.83,4.86,127233
2025-05-27,4.87,4.94,4.86,4.93,132812
2025-05-28,4.92,4.93,4.88,4.92,97971
2025-05-29,4.91,4.96,4.89,4.94,111357
2025-05-30,4.93,5.0,4.93,4.96,150452
2025-06-03,4.94,5.01,4.91,4.99,195808
2025-06-04,4.99,5.35,4.97,5.25,897571
2025-06-05,5.3,5.46,5.12,5.15,697665
2025-06-06,5.13,5.25,5.08,5.08,374997
2025-06-09,5.09,5.2,5.06,5.13,282453
2025-06-10,5.16,5.17,5.06,5.09,273790
2025-06-11,5.12,5.15,5.07,5.08,203876
2025-06-12,5.07,5.08,5.02,5.08,185230
2025-06-13,5.08,5.08,4.99,5.01,189220
2025-06-16,4.99,5.02,4.98,5.01,144151
2025-06-17,5.01,5.04,4.99,5.02,132822
2025-06-18,5.01,5.03,4.94,5.0,141503
2025-06-19,5.0,5.01,4.9,4.91,132718
2025-06-20,4.93,4.94,4.89,4.92,81119
2025-06-23,4.89,4.95,4.89,4.93,76087
2025-06-24,4.93,4.99,4.92,4.99,102676
2025-06-25,4.99,5.01,4.96,5.01,112712
2025-06-26,5.02,5.02,4.98,4.99,95376
2025-06-27,4.99,5.03,4.99,5.0,118052
2025-06-30,5.0,5.02,4.97,4.99,132084
2025-07-01,4.99,5.02,4.97,5.01,120776
2025-07-02,5.0,5.04,4.98,5.04,157554
2025-07-03,5.04,5.09,5.03,5.07,175138
2025-07-04,5.08,5.1,5.06,5.06,218686
