date,open,high,low,close,volume
2025-04-08,59.67,60.37,58.91,59.82,88458
2025-04-09,59.71,61.13,58.68,60.76,79620
2025-04-10,60.93,61.5,59.78,61.08,59272
2025-04-11,61.0,62.13,60.13,60.33,62421
2025-04-14,59.77,61.42,59.68,60.11,60386
2025-04-15,60.27,61.93,59.54,61.66,61334
2025-04-16,61.59,62.28,61.1,61.95,51254
2025-04-17,61.53,62.58,61.53,62.03,35595
2025-04-18,61.97,62.36,61.1,61.23,25837
2025-04-21,61.06,61.91,60.75,61.59,25391
2025-04-22,61.53,62.81,61.4,61.68,45599
2025-04-23,61.58,61.93,59.98,60.44,49819
2025-04-24,60.53,62.35,60.33,61.83,42503
2025-04-25,61.85,62.07,59.73,59.96,63681
2025-04-28,58.16,58.16,53.84,53.84,285147
2025-04-29,54.23,54.33,52.23,52.73,171682
2025-04-30,53.09,53.82,52.67,53.14,119251
2025-05-06,53.39,53.53,52.85,52.93,105794
2025-05-07,53.23,54.06,53.23,53.86,94351
2025-05-08,53.74,54.15,53.47,54.01,64220
2025-05-09,54.16,54.83,53.61,54.49,81628
2025-05-12,54.62,54.67,53.93,54.37,59578
2025-05-13,54.46,54.51,54.1,54.24,56952
2025-05-14,54.2,54.69,53.81,54.53,63962
2025-05-15,54.45,54.87,54.23,54.68,59979
2025-05-16,54.58,55.65,54.57,55.52,76023
2025-05-19,55.52,56.19,54.84,55.04,65314
2025-05-20,55.06,55.79,55.04,55.64,39199
2025-05-21,55.62,56.27,55.35,55.51,54756
2025-05-22,55.41,55.79,54.94,55.09,44694
2025-05-23,55.13,55.61,54.74,54.75,36351
2025-05-26,54.73,54.82,53.55,53.66,58159
2025-05-27,53.8,54.46,53.57,54.1,44403
2025-05-28,53.98,54.03,53.14,53.63,57528
2025-05-29,53.62,53.94,53.35,53.79,37431
2025-05-30,53.94,54.28,53.5,53.54,44050
2025-06-03,53.33,54.33,53.13,54.22,64384
2025-06-04,54.22,54.31,53.85,54.03,45176
2025-06-05,54.38,54.94,53.51,54.6,60293
2025-06-06,54.64,55.11,54.57,54.93,46521
2025-06-09,54.92,55.37,54.66,55.02,45605
2025-06-10,55.15,55.25,54.62,54.7,45331
2025-06-11,54.74,55.8,54.65,55.1,74476
2025-06-12,55.11,55.3,53.58,53.74,101091
2025-06-13,53.6,54.32,53.1,53.88,91289
2025-06-16,53.55,53.87,52.87,52.94,72900
2025-06-17,53.0,53.55,52.24,52.45,53820
2025-06-18,52.5,52.75,52.38,52.38,32282
2025-06-19,52.4,52.55,51.96,52.09,43280
2025-06-20,52.09,52.4,52.03,52.29,32908
2025-06-23,52.17,52.45,51.6,51.95,40327
2025-06-24,52.16,52.65,52.1,52.6,42209
2025-06-25,52.65,52.77,52.05,52.27,50628
2025-06-26,52.41,52.83,52.15,52.25,49077
2025-06-27,52.3,53.09,52.28,52.56,49597
2025-06-30,52.59,52.69,52.13,52.3,45141
2025-07-01,52.4,52.4,51.69,51.72,60734
2025-07-02,51.71,51.82,51.02,51.18,63137
2025-07-03,51.17,51.65,51.0,51.1,50133
2025-07-04,51.03,51.31,50.89,51.16,34730
