date,open,high,low,close,volume
2025-04-08,18.79,19.44,18.23,18.56,22570
2025-04-09,18.14,19.03,17.24,19.01,17601
2025-04-10,19.34,20.94,19.34,20.94,28492
2025-04-11,21.62,21.69,20.4,20.47,44109
2025-04-14,20.5,20.75,20.27,20.4,21036
2025-04-15,20.32,22.47,20.0,22.47,40353
2025-04-16,24.75,24.75,24.75,24.75,25194
2025-04-17,26.66,26.66,23.44,24.45,146643
2025-04-18,23.21,23.41,21.98,21.98,86187
2025-04-21,21.13,21.32,20.63,21.08,61664
2025-04-22,21.45,22.78,21.41,22.35,84065
2025-04-23,21.94,22.21,21.01,21.15,68760
2025-04-24,21.07,21.31,20.09,20.21,46516
2025-04-25,20.61,20.79,20.19,20.37,33945
2025-04-28,20.26,20.32,19.72,20.03,26353
2025-04-29,20.1,20.54,19.79,20.3,19756
2025-04-30,21.2,21.47,20.79,21.26,44602
2025-05-06,21.64,22.25,21.4,22.11,40858
2025-05-07,22.12,22.37,21.68,21.9,29883
2025-05-08,21.81,22.41,21.72,22.21,22676
2025-05-09,22.32,22.49,22.09,22.31,24069
2025-05-12,22.23,22.58,22.23,22.53,19288
2025-05-13,22.83,23.26,22.72,22.75,34289
2025-05-14,22.67,23.61,22.44,23.52,55551
2025-05-15,23.52,25.51,23.49,24.08,103114
2025-05-16,24.55,24.68,23.33,23.54,58727
2025-05-19,23.44,24.04,23.18,23.34,36181
2025-05-20,23.33,23.33,22.86,23.18,42138
2025-05-21,23.2,23.29,22.82,22.95,25585
2025-05-22,22.95,22.99,22.44,22.45,21301
2025-05-23,22.54,22.75,22.19,22.26,15260
2025-05-26,22.26,22.67,22.21,22.66,14089
2025-05-27,22.66,23.57,22.45,23.06,35347
2025-05-28,22.41,23.11,22.41,22.68,25992
2025-05-29,22.7,23.43,22.7,23.3,25641
2025-05-30,23.18,23.43,22.76,22.82,19367
2025-06-03,22.59,23.15,22.57,23.12,17350
2025-06-04,23.03,23.12,22.7,23.12,15823
2025-06-05,23.12,23.36,22.86,23.22,20339
2025-06-06,23.16,23.49,23.07,23.46,17974
2025-06-09,23.51,23.84,23.3,23.73,19746
2025-06-10,23.79,24.15,23.39,23.95,26676
2025-06-11,23.96,24.65,23.79,24.5,32011
2025-06-12,24.49,25.15,24.24,25.1,43406
2025-06-13,25.16,25.28,24.05,24.51,41064
2025-06-16,24.17,25.08,24.17,24.99,26561
2025-06-17,24.92,25.8,24.76,24.98,36195
2025-06-18,24.85,25.11,24.53,24.56,23685
2025-06-19,24.69,25.16,23.91,24.28,24589
2025-06-20,24.28,25.4,24.1,25.36,34895
2025-06-23,25.45,25.7,24.57,25.53,39967
2025-06-24,25.11,25.32,24.67,24.95,33426
2025-06-25,24.94,25.53,24.64,25.25,27561
2025-06-26,25.21,25.39,24.75,24.94,18743
2025-06-27,24.93,25.2,24.75,24.8,13451
2025-06-30,24.8,24.98,24.62,24.89,13415
2025-07-01,24.99,25.06,24.61,24.75,14247
2025-07-02,24.98,25.62,24.75,25.13,29597
2025-07-03,25.0,25.3,24.83,25.3,17036
2025-07-04,25.29,25.29,24.6,24.7,17004
