date,open,high,low,close,volume
2025-04-08,42.82,43.92,40.0,40.0,94650
2025-04-09,38.11,41.52,36.12,41.17,123973
2025-04-10,44.71,45.3,44.51,45.3,33136
2025-04-11,45.42,46.95,45.03,46.17,134657
2025-04-14,46.65,47.65,45.94,46.28,85046
2025-04-15,46.32,46.77,45.52,45.75,60481
2025-04-16,45.75,46.13,44.31,44.86,62831
2025-04-17,44.33,46.8,44.33,45.53,77442
2025-04-18,45.4,46.43,45.2,46.05,48345
2025-04-21,45.82,48.18,45.47,47.75,70983
2025-04-22,47.75,47.8,46.43,46.53,55001
2025-04-23,47.42,48.52,46.8,48.01,89091
2025-04-24,48.27,48.37,46.59,47.0,68691
2025-04-25,47.01,47.81,46.63,47.38,49299
2025-04-28,47.98,49.45,47.7,48.26,101220
2025-04-29,47.89,49.21,47.44,48.96,74074
2025-04-30,49.03,52.92,48.8,51.94,123383
2025-05-06,52.82,57.14,52.32,55.14,152572
2025-05-07,56.42,56.42,53.97,54.77,134174
2025-05-08,54.9,56.77,54.26,55.03,125664
2025-05-09,55.05,55.92,53.62,53.77,117253
2025-05-12,53.77,54.2,53.3,53.87,81657
2025-05-13,54.6,54.6,52.69,53.06,77174
2025-05-14,52.93,53.3,52.36,52.71,61827
2025-05-15,52.71,52.71,51.12,51.71,51017
2025-05-16,51.2,52.15,50.86,51.33,57619
2025-05-19,50.72,50.9,49.2,49.99,73836
2025-05-20,50.02,50.36,49.33,49.7,50710
2025-05-21,49.42,49.65,48.52,49.11,53162
2025-05-22,48.8,49.63,48.78,48.84,41457
2025-05-23,48.54,49.01,47.42,47.47,56604
2025-05-26,47.28,48.1,47.2,47.86,31647
2025-05-27,47.7,47.72,46.59,46.83,34548
2025-05-28,46.83,47.5,46.4,46.71,36745
2025-05-29,46.98,47.95,46.82,47.43,52005
2025-05-30,46.98,47.1,45.58,45.78,51711
2025-06-03,45.67,46.43,45.5,45.76,32062
2025-06-04,45.76,46.66,45.5,46.57,41938
2025-06-05,46.6,48.38,46.24,48.3,88246
2025-06-06,48.38,50.13,48.24,49.17,101191
2025-06-09,49.52,49.8,48.75,49.13,54359
2025-06-10,49.01,49.11,47.12,47.93,56747
2025-06-11,47.77,48.34,47.61,47.79,33432
2025-06-12,47.5,48.26,47.36,47.68,32364
2025-06-13,47.0,47.39,45.67,46.03,64739
2025-06-16,45.67,46.8,45.6,45.98,41571
2025-06-17,46.01,46.1,45.3,45.71,33010
2025-06-18,45.5,45.9,45.2,45.69,26393
2025-06-19,45.69,46.76,45.23,45.66,45239
2025-06-20,45.45,45.79,44.5,44.52,36879
2025-06-23,44.03,45.05,43.95,44.95,29289
2025-06-24,45.04,46.69,45.04,46.55,51220
2025-06-25,46.56,47.3,46.44,47.3,49087
2025-06-26,47.28,48.39,47.0,47.32,53454
2025-06-27,47.44,48.5,46.93,47.98,56453
2025-06-30,48.03,48.48,47.45,48.33,39322
2025-07-01,48.36,48.85,47.83,48.24,38038
2025-07-02,48.08,48.24,47.18,47.46,35356
2025-07-03,47.4,48.75,47.13,48.47,48636
2025-07-04,48.43,48.7,47.85,48.17,35022
