date,open,high,low,close,volume
2025-04-08,34.98,35.43,33.1,33.72,27927
2025-04-09,33.16,34.05,30.88,33.74,24590
2025-04-10,34.09,35.17,34.09,34.7,23750
2025-04-11,34.17,35.14,33.96,34.39,18801
2025-04-14,34.65,35.46,34.65,34.79,18985
2025-04-15,34.84,35.83,34.8,35.64,24560
2025-04-16,35.34,39.22,35.23,39.22,66069
2025-04-17,38.78,40.14,37.98,39.48,83339
2025-04-18,38.88,38.98,37.56,38.58,50134
2025-04-21,38.53,38.78,37.98,38.07,30317
2025-04-22,37.88,38.07,37.49,37.68,25427
2025-04-23,37.89,41.36,37.64,39.78,79736
2025-04-24,38.95,39.62,38.18,38.28,44191
2025-04-25,38.72,42.12,38.72,40.07,101593
2025-04-28,39.68,40.73,39.19,39.23,58748
2025-04-29,38.71,39.52,38.03,38.23,36207
2025-04-30,38.21,38.56,38.05,38.29,21651
2025-05-06,38.81,40.17,38.55,39.93,46958
2025-05-07,40.28,41.52,39.74,41.27,62349
2025-05-08,41.54,41.66,40.75,40.87,34048
2025-05-09,41.18,41.29,40.16,40.34,26658
2025-05-12,40.6,41.28,40.42,40.65,31751
2025-05-13,40.88,41.17,40.19,40.22,21542
2025-05-14,40.25,40.46,39.63,40.03,21265
2025-05-15,39.93,40.31,39.71,39.78,18615
2025-05-16,39.8,40.89,39.52,40.37,27214
2025-05-19,40.54,41.14,39.58,40.12,23858
2025-05-20,39.85,40.75,39.66,40.42,22447
2025-05-21,40.21,40.29,39.83,39.85,14721
2025-05-22,40.3,43.85,40.15,43.85,98571
2025-05-23,43.88,44.88,42.08,42.08,109707
2025-05-26,42.8,44.63,41.94,44.21,86694
2025-05-27,43.58,47.64,43.58,45.88,110445
2025-05-28,45.38,46.81,44.51,46.56,74611
2025-05-29,46.21,46.34,44.8,44.87,66237
2025-05-30,44.68,44.86,42.64,42.88,53174
2025-06-03,42.39,43.81,42.38,43.51,32747
2025-06-04,43.28,43.61,42.78,43.33,25468
2025-06-05,43.33,43.33,42.51,42.67,31942
2025-06-06,42.68,43.03,42.29,42.46,21542
2025-06-09,42.88,42.93,42.48,42.91,21839
2025-06-10,42.92,43.86,41.08,41.64,40358
2025-06-11,41.43,42.06,41.43,41.58,19206
2025-06-12,41.7,42.09,41.14,41.97,17001
2025-06-13,41.99,42.8,40.8,42.31,37323
2025-06-16,42.31,42.31,41.5,41.58,20226
2025-06-17,41.64,41.94,40.92,41.02,15708
2025-06-18,41.0,41.07,39.71,40.08,27474
2025-06-19,40.25,40.89,39.8,39.8,20159
2025-06-20,39.67,39.98,38.55,38.61,26336
2025-06-23,38.5,39.56,38.26,39.0,15842
2025-06-24,39.05,40.08,39.05,40.05,21002
2025-06-25,40.06,40.39,39.7,40.27,20625
2025-06-26,40.27,40.58,39.41,39.44,26120
2025-06-27,39.72,42.12,39.72,40.55,37831
2025-06-30,40.18,40.85,40.18,40.55,23025
2025-07-01,40.4,40.7,40.11,40.43,14547
2025-07-02,40.35,40.45,40.0,40.2,10395
2025-07-03,40.1,40.5,40.1,40.23,11593
2025-07-04,40.23,40.23,39.04,39.18,19608
