date,open,high,low,close,volume
2025-04-08,4.26,4.41,4.26,4.38,502580
2025-04-09,4.32,4.39,4.2,4.38,439674
2025-04-10,4.39,4.46,4.38,4.39,368614
2025-04-11,4.37,4.4,4.33,4.36,290627
2025-04-14,4.38,4.47,4.37,4.47,334106
2025-04-15,4.46,4.49,4.41,4.47,252915
2025-04-16,4.46,4.52,4.42,4.46,266345
2025-04-17,4.43,4.47,4.41,4.44,190590
2025-04-18,4.43,4.45,4.39,4.41,141886
2025-04-21,4.41,4.45,4.4,4.44,149236
2025-04-22,4.43,4.5,4.42,4.43,223190
2025-04-23,4.43,4.44,4.39,4.4,176113
2025-04-24,4.4,4.52,4.4,4.5,434341
2025-04-25,4.5,4.63,4.47,4.59,536228
2025-04-28,4.61,4.66,4.53,4.6,475583
2025-04-29,4.6,4.61,4.49,4.49,364826
2025-04-30,4.31,4.34,4.26,4.27,555243
2025-05-06,4.3,4.34,4.26,4.33,278140
2025-05-07,4.34,4.39,4.33,4.35,248537
2025-05-08,4.33,4.37,4.31,4.35,176674
2025-05-09,4.35,4.4,4.34,4.37,227716
2025-05-12,4.38,4.4,4.33,4.35,189355
2025-05-13,4.36,4.38,4.33,4.36,173147
2025-05-14,4.36,4.37,4.31,4.36,189982
2025-05-15,4.35,4.38,4.34,4.34,157118
2025-05-16,4.34,4.37,4.31,4.32,141934
2025-05-19,4.31,4.34,4.31,4.34,98522
2025-05-20,4.34,4.37,4.32,4.37,188980
2025-05-21,4.37,4.41,4.36,4.39,252982
2025-05-22,4.38,4.39,4.32,4.32,172744
2025-05-23,4.32,4.34,4.29,4.29,157974
2025-05-26,4.29,4.3,4.28,4.29,91143
2025-05-27,4.3,4.35,4.29,4.33,161803
2025-05-28,4.45,4.77,4.45,4.77,1577676
2025-05-29,5.25,5.25,5.03,5.25,955948
2025-05-30,5.76,5.76,5.04,5.18,2760365
2025-06-03,4.98,5.41,4.77,5.11,1547277
2025-06-04,4.99,5.02,4.81,4.86,992258
2025-06-05,4.93,4.96,4.79,4.81,777793
2025-06-06,4.77,4.83,4.7,4.72,608908
2025-06-09,4.72,4.77,4.7,4.77,526509
2025-06-10,4.76,4.82,4.71,4.8,669431
2025-06-11,4.78,4.78,4.71,4.74,399004
2025-06-12,4.72,4.72,4.65,4.68,409849
2025-06-13,4.66,4.73,4.65,4.66,385690
2025-06-16,4.64,4.7,4.6,4.69,329479
2025-06-17,4.7,4.77,4.65,4.77,451603
2025-06-18,4.8,4.81,4.66,4.66,445021
2025-06-19,4.64,4.65,4.52,4.53,400692
2025-06-20,4.53,4.56,4.49,4.5,183360
2025-06-23,4.48,4.52,4.46,4.51,193834
2025-06-24,4.52,4.56,4.5,4.56,232861
2025-06-25,4.56,4.59,4.53,4.58,288531
2025-06-26,4.58,4.6,4.53,4.55,276215
2025-06-27,4.56,4.57,4.52,4.55,274982
2025-06-30,4.55,4.57,4.52,4.54,212705
2025-07-01,4.53,4.64,4.52,4.64,499625
2025-07-02,4.62,4.63,4.56,4.6,351870
2025-07-03,4.61,4.63,4.56,4.6,303771
2025-07-04,4.59,4.79,4.57,4.72,874668
