date,open,high,low,close,volume
2025-04-08,2.8,2.91,2.67,2.76,326404
2025-04-09,2.7,2.87,2.54,2.85,287451
2025-04-10,2.88,3.03,2.85,2.92,291722
2025-04-11,2.9,3.2,2.88,3.14,667337
2025-04-14,3.16,3.34,3.16,3.26,474283
2025-04-15,3.28,3.38,3.25,3.34,490064
2025-04-16,3.33,3.42,3.27,3.29,481510
2025-04-17,3.27,3.41,3.25,3.33,261957
2025-04-18,3.33,3.44,3.32,3.38,297926
2025-04-21,3.38,3.42,3.25,3.32,321298
2025-04-22,3.3,3.38,3.26,3.27,279579
2025-04-23,3.28,3.47,3.26,3.35,467636
2025-04-24,3.4,3.5,3.32,3.45,512858
2025-04-25,3.46,3.6,3.41,3.42,508829
2025-04-28,3.42,3.45,3.21,3.28,381319
2025-04-29,3.26,3.38,3.24,3.34,210006
2025-04-30,3.3,3.39,3.27,3.27,233701
2025-05-06,3.29,3.46,3.29,3.42,338540
2025-05-07,3.45,3.49,3.35,3.35,261450
2025-05-08,3.37,3.5,3.32,3.46,339778
2025-05-09,3.45,3.45,3.31,3.34,268932
2025-05-12,3.37,3.4,3.27,3.28,291671
2025-05-13,3.32,3.35,3.24,3.29,168848
2025-05-14,3.29,3.3,3.24,3.28,137189
2025-05-15,3.26,3.3,3.16,3.17,272614
2025-05-16,3.21,3.29,3.13,3.22,259499
2025-05-19,3.25,3.33,3.21,3.29,226131
2025-05-20,3.3,3.33,3.24,3.25,175462
2025-05-21,3.26,3.26,3.19,3.21,162680
2025-05-22,3.22,3.31,3.16,3.22,249282
2025-05-23,3.22,3.39,3.15,3.22,366649
2025-05-26,3.25,3.31,3.22,3.28,260791
2025-05-27,3.27,3.36,3.25,3.35,269859
2025-05-28,3.35,3.4,3.26,3.28,244000
2025-05-29,3.26,3.29,3.23,3.24,239664
2025-05-30,3.23,3.29,3.2,3.23,198013
2025-06-03,3.22,3.23,3.14,3.15,205549
2025-06-04,3.16,3.28,3.13,3.22,197652
2025-06-05,3.22,3.23,3.14,3.16,190629
2025-06-06,3.15,3.19,3.13,3.18,121506
2025-06-09,3.17,3.25,3.15,3.22,156126
2025-06-10,3.2,3.21,3.05,3.1,284466
2025-06-11,3.11,3.13,3.07,3.09,102460
2025-06-12,3.09,3.12,3.03,3.1,191394
2025-06-13,3.12,3.13,3.0,3.02,177663
2025-06-16,3.04,3.04,2.88,2.94,266196
2025-06-17,2.99,3.01,2.92,2.96,149228
2025-06-18,2.94,3.02,2.93,2.99,146310
2025-06-19,3.01,3.01,2.83,2.86,254992
2025-06-20,2.87,2.88,2.77,2.79,214965
2025-06-23,2.77,2.84,2.75,2.82,139062
2025-06-24,2.83,3.07,2.82,3.01,331186
2025-06-25,3.02,3.03,2.96,3.0,167130
2025-06-26,2.99,3.03,2.97,2.98,128755
2025-06-27,2.98,3.0,2.89,2.9,219459
2025-06-30,2.8,3.13,2.78,2.96,729305
2025-07-01,2.99,3.01,2.88,2.9,314737
2025-07-02,2.89,2.9,2.79,2.83,318389
2025-07-03,2.84,2.87,2.81,2.83,157709
2025-07-04,2.83,2.84,2.74,2.78,321272
