date,open,high,low,close,volume
2025-04-08,109.04,112.6,102.59,103.63,97975
2025-04-09,101.47,112.57,96.69,111.46,85333
2025-04-10,114.91,119.31,114.41,115.57,66818
2025-04-11,113.57,125.98,113.01,122.68,79859
2025-04-14,127.58,128.0,123.03,127.8,55081
2025-04-15,127.8,131.87,125.91,128.39,53396
2025-04-16,127.89,130.0,124.53,126.99,50070
2025-04-17,125.51,138.26,124.99,133.97,70764
2025-04-18,132.77,135.5,129.0,129.65,48770
2025-04-21,128.0,134.95,125.0,132.62,60991
2025-04-22,131.8,132.51,127.88,130.0,40911
2025-04-23,129.35,130.6,128.2,129.37,38005
2025-04-24,129.31,129.35,126.0,127.39,37994
2025-04-25,127.78,130.32,127.0,128.1,35494
2025-04-28,125.16,126.5,120.05,122.28,59243
2025-04-29,122.56,126.96,121.8,126.58,43977
2025-04-30,121.0,128.4,119.01,127.5,69099
2025-05-06,127.5,130.33,124.83,129.63,50060
2025-05-07,131.0,131.9,126.55,127.6,30852
2025-05-08,127.1,129.58,125.81,128.41,29601
2025-05-09,127.5,128.4,123.23,123.5,31609
2025-05-12,123.8,129.5,123.67,126.11,32821
2025-05-13,127.41,132.99,126.5,128.49,55890
2025-05-14,128.61,132.64,125.51,127.38,39319
2025-05-15,127.36,127.7,123.5,123.57,26643
2025-05-16,123.43,123.43,117.18,119.67,34962
2025-05-19,120.0,120.4,116.6,118.49,24147
2025-05-20,118.0,119.25,117.59,118.32,14335
2025-05-21,117.7,117.99,115.03,116.54,20802
2025-05-22,116.0,117.84,112.7,112.9,29608
2025-05-23,112.8,114.25,111.2,111.23,24604
2025-05-26,111.6,112.88,108.81,112.0,25318
2025-05-27,111.99,112.24,107.9,108.21,26480
2025-05-28,108.21,108.8,106.11,106.8,25404
2025-05-29,107.0,110.7,107.0,109.7,33195
2025-05-30,109.0,109.0,105.5,106.12,19698
2025-06-03,105.5,107.63,104.69,105.91,16856
2025-06-04,106.07,115.0,106.07,111.7,51926
2025-06-05,112.5,122.87,112.5,122.87,76765
2025-06-06,123.0,124.27,117.41,119.26,58683
2025-06-09,119.99,123.8,118.18,120.85,45035
2025-06-10,119.99,120.8,116.67,118.51,32706
2025-06-11,118.27,125.0,118.15,120.38,52995
2025-06-12,121.11,124.34,120.45,122.63,38791
2025-06-13,120.01,121.5,118.6,119.78,21823
2025-06-16,118.91,124.0,118.91,120.94,32301
2025-06-17,122.23,127.4,118.6,127.36,65852
2025-06-18,126.28,136.01,125.77,133.05,88222
2025-06-19,132.94,134.14,129.51,130.51,46873
2025-06-20,130.51,132.0,124.01,124.25,45698
2025-06-23,122.0,126.59,121.52,123.6,40049
2025-06-24,124.58,125.88,121.31,124.04,44011
2025-06-25,124.35,127.3,122.31,127.3,50990
2025-06-26,127.8,127.97,123.28,123.88,45861
2025-06-27,123.89,125.72,122.3,123.5,38305
2025-06-30,123.2,124.5,117.31,118.34,72406
2025-07-01,118.01,120.5,116.68,118.69,44966
2025-07-02,118.99,124.36,118.0,122.0,66321
2025-07-03,122.0,122.5,117.58,118.3,61790
2025-07-04,118.31,123.0,114.36,121.38,78762
