date,open,high,low,close,volume
2025-04-08,4.95,5.28,4.85,5.14,1032524
2025-04-09,5.02,5.46,4.63,5.25,1263086
2025-04-10,5.25,5.76,5.25,5.38,1509379
2025-04-11,5.25,5.45,5.21,5.23,867447
2025-04-14,5.32,5.45,5.29,5.35,720406
2025-04-15,5.35,5.55,5.28,5.55,991184
2025-04-16,5.51,5.92,5.46,5.78,1442462
2025-04-17,5.7,6.29,5.58,6.13,1564401
2025-04-18,6.1,6.33,5.84,6.1,1383854
2025-04-21,5.98,6.2,5.61,5.9,1453309
2025-04-22,5.77,6.31,5.68,6.25,1331362
2025-04-23,6.15,6.27,5.9,5.92,1067397
2025-04-24,5.88,6.03,5.7,5.71,715966
2025-04-25,5.8,5.81,5.5,5.68,727653
2025-04-28,5.58,5.58,5.13,5.17,921497
2025-04-29,5.19,5.29,5.09,5.19,421388
2025-04-30,5.2,5.6,5.19,5.5,797404
2025-05-06,5.54,5.57,5.4,5.44,617432
2025-05-07,5.49,5.69,5.36,5.57,793482
2025-05-08,5.45,5.48,5.4,5.44,470240
2025-05-09,5.42,5.43,5.19,5.24,462324
2025-05-12,5.22,5.3,5.22,5.27,289572
2025-05-13,5.3,5.31,5.21,5.22,250912
2025-05-14,5.23,5.3,5.19,5.26,279361
2025-05-15,5.22,5.27,5.1,5.11,315924
2025-05-16,5.11,5.16,5.08,5.12,206531
2025-05-19,5.16,5.29,5.13,5.27,373420
2025-05-20,5.26,5.46,5.2,5.37,483417
2025-05-21,5.39,5.78,5.28,5.57,835690
2025-05-22,5.5,5.59,5.34,5.36,458382
2025-05-23,5.3,5.4,5.22,5.27,330035
2025-05-26,5.2,5.27,5.16,5.23,233535
2025-05-27,5.24,5.24,5.16,5.18,199616
2025-05-28,5.18,5.23,5.0,5.02,343145
2025-05-29,5.0,5.16,4.94,5.06,320986
2025-05-30,5.03,5.11,5.0,5.02,228006
2025-06-03,5.08,5.35,5.07,5.24,434711
2025-06-04,5.22,5.28,5.15,5.17,253839
2025-06-05,5.17,5.17,5.08,5.13,204779
2025-06-06,5.14,5.19,5.09,5.11,186074
2025-06-09,5.1,5.13,5.08,5.13,161737
2025-06-10,5.17,5.17,5.01,5.05,233208
2025-06-11,5.05,5.09,5.03,5.06,140807
2025-06-12,5.06,5.07,4.99,5.03,188036
2025-06-13,5.05,5.36,5.05,5.11,482542
2025-06-16,5.05,5.09,4.94,5.06,281219
2025-06-17,5.05,5.06,4.98,5.0,179259
2025-06-18,4.98,5.0,4.91,4.93,179608
2025-06-19,4.94,4.96,4.79,4.81,188214
2025-06-20,4.8,4.85,4.73,4.73,127212
2025-06-23,4.77,4.82,4.7,4.8,155171
2025-06-24,4.8,4.92,4.77,4.92,196571
2025-06-25,4.92,4.94,4.85,4.92,196761
2025-06-26,4.92,4.95,4.89,4.89,175379
2025-06-27,4.88,4.96,4.88,4.92,173106
2025-06-30,4.9,4.94,4.88,4.93,147057
2025-07-01,4.94,5.22,4.94,5.02,373068
2025-07-02,5.11,5.25,5.06,5.19,603881
2025-07-03,5.19,5.2,5.06,5.1,298899
2025-07-04,5.1,5.13,5.06,5.08,194702
