date,open,high,low,close,volume
2025-04-08,2.39,2.59,2.31,2.4,321055
2025-04-09,2.35,2.52,2.16,2.47,315591
2025-04-10,2.52,2.61,2.47,2.57,204903
2025-04-11,2.56,2.61,2.51,2.57,100129
2025-04-14,2.59,2.67,2.55,2.58,215327
2025-04-15,2.58,2.76,2.56,2.67,333916
2025-04-16,2.64,2.66,2.5,2.53,221886
2025-04-17,2.5,2.57,2.48,2.52,133169
2025-04-18,2.51,2.55,2.48,2.54,113126
2025-04-21,2.54,2.64,2.53,2.58,162531
2025-04-22,2.59,2.6,2.53,2.56,101901
2025-04-23,2.56,2.6,2.55,2.57,102854
2025-04-24,2.56,2.6,2.53,2.55,129112
2025-04-25,2.56,2.62,2.53,2.59,153464
2025-04-28,2.59,2.59,2.45,2.49,202649
2025-04-29,2.45,2.53,2.43,2.52,137867
2025-04-30,2.52,2.7,2.52,2.65,291077
2025-05-06,2.68,2.77,2.66,2.73,202084
2025-05-07,2.75,2.8,2.73,2.77,203643
2025-05-08,2.78,2.84,2.74,2.83,167868
2025-05-09,2.82,2.86,2.78,2.86,182222
2025-05-12,2.88,3.06,2.87,2.9,250635
2025-05-13,2.95,2.95,2.84,2.86,163879
2025-05-14,2.86,2.87,2.82,2.85,122922
2025-05-15,2.86,2.9,2.83,2.85,132193
2025-05-16,2.84,2.92,2.83,2.89,161702
2025-05-19,2.88,2.94,2.88,2.93,142838
2025-05-20,2.93,2.94,2.89,2.93,112662
2025-05-21,2.93,3.0,2.88,2.92,191252
2025-05-22,2.9,3.0,2.87,2.89,189459
2025-05-23,2.88,2.9,2.79,2.81,172042
2025-05-26,2.81,2.89,2.78,2.88,131694
2025-05-27,2.87,2.95,2.87,2.94,182021
2025-05-28,2.94,2.96,2.87,2.89,113176
2025-05-29,2.9,2.97,2.86,2.97,197420
2025-05-30,2.98,2.99,2.9,2.92,216889
2025-06-03,2.92,2.99,2.9,2.96,150059
2025-06-04,2.97,3.05,2.96,3.04,235151
2025-06-05,3.05,3.13,3.04,3.12,408731
2025-06-06,3.11,3.19,3.07,3.19,272333
2025-06-09,3.2,3.3,3.16,3.29,295708
2025-06-10,3.29,3.38,3.25,3.27,365604
2025-06-11,3.32,3.34,3.22,3.28,247893
2025-06-12,3.28,3.3,3.24,3.29,156607
2025-06-13,3.29,3.37,3.14,3.15,273060
2025-06-16,3.13,3.18,3.11,3.14,208664
2025-06-17,3.14,3.15,3.05,3.08,207592
2025-06-18,3.06,3.08,2.99,3.05,178317
2025-06-19,3.05,3.05,2.95,2.96,148896
2025-06-20,2.96,3.01,2.87,2.9,198391
2025-06-23,2.9,2.93,2.86,2.92,121123
2025-06-24,2.94,3.03,2.92,3.02,176179
2025-06-25,3.02,3.03,2.94,2.97,193411
2025-06-26,2.97,3.01,2.95,2.96,156137
2025-06-27,2.96,3.03,2.94,2.99,173999
2025-06-30,2.99,3.08,2.98,3.01,198769
2025-07-01,3.03,3.03,2.93,2.96,183312
2025-07-02,2.95,2.98,2.92,2.98,125720
2025-07-03,2.99,3.05,2.97,2.99,134732
2025-07-04,2.99,3.02,2.95,2.96,131153
