date,open,high,low,close,volume
2025-05-29,30.0,39.0,29.01,32.0,391031
2025-05-30,30.33,31.5,27.0,27.02,307395
2025-06-03,26.0,26.88,25.44,25.65,208787
2025-06-04,25.6,25.89,24.64,24.97,184977
2025-06-05,24.6,24.65,23.55,23.61,180699
2025-06-06,23.68,23.79,22.97,23.08,118298
2025-06-09,23.25,23.68,23.08,23.52,106849
2025-06-10,23.35,23.37,22.7,22.99,93831
2025-06-11,23.0,23.38,22.92,23.24,62603
2025-06-12,23.19,23.77,23.02,23.49,79698
2025-06-13,23.31,23.51,22.72,22.8,77377
2025-06-16,22.68,23.05,22.59,22.87,36261
2025-06-17,22.88,23.12,22.82,22.95,41387
2025-06-18,22.93,22.93,22.62,22.74,37319
2025-06-19,22.74,22.8,22.0,22.15,54707
2025-06-20,22.18,22.36,22.0,22.04,30225
2025-06-23,21.8,22.22,21.5,22.2,31203
2025-06-24,22.33,22.59,22.24,22.59,44346
2025-06-25,22.65,23.08,22.38,22.92,61772
2025-06-26,22.8,22.92,22.52,22.52,48140
2025-06-27,22.57,22.7,22.5,22.59,29893
2025-06-30,22.68,23.17,22.66,22.97,61045
2025-07-01,22.9,23.15,22.7,22.9,44291
2025-07-02,22.9,23.06,22.7,22.85,35532
2025-07-03,22.76,23.01,22.76,22.87,26100
2025-07-04,22.87,22.88,22.52,22.59,36761
