date,open,high,low,close,volume
2025-04-08,3.87,4.05,3.71,3.84,648653
2025-04-09,4.22,4.22,4.12,4.22,784355
2025-04-10,4.26,4.64,4.22,4.64,699777
2025-04-11,4.72,5.1,4.67,5.1,1608584
2025-04-14,5.33,5.6,5.0,5.28,2328823
2025-04-15,4.99,5.77,4.98,5.68,2730562
2025-04-16,5.41,5.54,5.17,5.28,1722564
2025-04-17,5.18,5.34,5.06,5.07,1149027
2025-04-18,5.1,5.14,4.84,4.86,1111476
2025-04-21,4.85,5.08,4.79,5.02,811018
2025-04-22,4.98,5.06,4.92,4.92,598533
2025-04-23,4.95,5.06,4.87,4.89,594779
2025-04-24,4.87,4.88,4.78,4.8,551756
2025-04-25,4.79,5.03,4.76,4.93,778376
2025-04-28,4.93,5.0,4.86,4.87,488327
2025-04-29,4.92,5.03,4.84,4.95,604073
2025-04-30,5.36,5.45,5.26,5.45,622560
2025-05-06,5.88,5.88,5.5,5.57,2227974
2025-05-07,5.58,5.69,5.33,5.41,1709916
2025-05-08,5.41,5.47,5.35,5.38,946154
2025-05-09,5.34,5.5,5.25,5.39,1130784
2025-05-12,5.4,5.45,5.27,5.32,767066
2025-05-13,5.36,5.47,5.28,5.3,779206
2025-05-14,5.27,5.37,5.2,5.33,619936
2025-05-15,5.31,5.38,5.21,5.21,533647
2025-05-16,5.2,5.25,5.15,5.2,401074
2025-05-19,5.26,5.36,5.23,5.34,793829
2025-05-20,5.31,5.44,5.28,5.39,815156
2025-05-21,5.5,5.65,5.35,5.35,1135847
2025-05-22,5.21,5.26,5.05,5.07,945570
2025-05-23,5.09,5.13,4.95,4.95,569015
2025-05-26,4.96,5.01,4.92,4.99,312094
2025-05-27,4.97,4.99,4.91,4.96,290529
2025-05-28,4.95,4.98,4.89,4.92,294111
2025-05-29,4.9,5.02,4.89,5.02,400419
2025-05-30,4.98,4.98,4.89,4.92,293077
2025-06-03,4.88,4.94,4.86,4.9,204568
2025-06-04,4.9,4.93,4.88,4.9,257024
2025-06-05,4.91,4.94,4.86,4.94,279247
2025-06-06,4.93,4.97,4.89,4.93,259718
2025-06-09,4.93,5.05,4.92,5.02,405592
2025-06-10,5.0,5.01,4.86,4.93,393396
2025-06-11,4.65,4.87,4.65,4.82,538806
2025-06-12,4.79,4.82,4.77,4.79,265124
2025-06-13,4.72,4.77,4.67,4.71,317089
2025-06-16,4.67,4.72,4.67,4.7,185211
2025-06-17,4.67,4.75,4.67,4.71,186586
2025-06-18,4.69,4.72,4.66,4.7,188090
2025-06-19,4.7,4.73,4.61,4.62,264977
2025-06-20,4.6,4.65,4.55,4.56,205449
2025-06-23,4.52,4.62,4.49,4.61,239045
2025-06-24,4.62,5.07,4.61,5.07,620734
2025-06-25,5.07,5.38,5.02,5.16,1818364
2025-06-26,5.07,5.14,5.02,5.05,843289
2025-06-27,5.04,5.12,5.02,5.1,638780
2025-06-30,5.12,5.19,5.1,5.16,695809
2025-07-01,5.2,5.23,5.11,5.14,512273
2025-07-02,5.12,5.16,5.07,5.09,440708
2025-07-03,5.08,5.32,5.07,5.2,959936
2025-07-04,5.19,5.31,5.12,5.22,839589
