date,open,high,low,close,volume
2025-04-08,4.9,4.97,4.67,4.76,132513
2025-04-09,4.71,5.02,4.45,4.95,112511
2025-04-10,4.98,5.17,4.98,5.07,90843
2025-04-11,5.03,5.12,5.02,5.06,51719
2025-04-14,5.11,5.3,5.1,5.24,79946
2025-04-15,5.25,5.3,5.19,5.25,40542
2025-04-16,5.25,5.29,5.06,5.17,53685
2025-04-17,5.17,5.29,5.13,5.24,47317
2025-04-18,5.23,5.28,5.16,5.24,37042
2025-04-21,5.24,5.42,5.2,5.34,65147
2025-04-22,5.34,5.43,5.34,5.38,55652
2025-04-23,5.37,5.42,5.34,5.36,36115
2025-04-24,5.38,5.42,5.3,5.37,44476
2025-04-25,5.37,5.47,5.35,5.42,43634
2025-04-28,5.44,5.59,5.29,5.32,79880
2025-04-29,5.37,5.39,5.15,5.32,67506
2025-04-30,5.31,5.42,5.27,5.35,48713
2025-05-06,5.35,5.48,5.35,5.48,56467
2025-05-07,5.51,5.58,5.47,5.51,61770
2025-05-08,5.48,5.62,5.48,5.58,58312
2025-05-09,5.57,5.64,5.55,5.59,67270
2025-05-12,5.6,5.63,5.5,5.59,58123
2025-05-13,5.63,5.74,5.54,5.62,88231
2025-05-14,5.61,5.68,5.58,5.64,51793
2025-05-15,5.62,5.67,5.59,5.6,39205
2025-05-16,5.6,5.68,5.58,5.66,42605
2025-05-19,5.66,5.75,5.61,5.72,54429
2025-05-20,5.73,5.76,5.67,5.75,34688
2025-05-21,5.77,5.77,5.69,5.7,34983
2025-05-22,5.68,5.76,5.59,5.64,60500
2025-05-23,5.8,5.99,5.57,5.57,254832
2025-05-26,5.85,6.13,5.73,5.98,535347
2025-05-27,5.95,5.96,5.63,5.74,388106
2025-05-28,5.77,5.82,5.64,5.68,194073
2025-05-29,5.7,5.93,5.66,5.81,230146
2025-05-30,5.84,5.98,5.73,5.75,125053
2025-06-03,5.75,5.95,5.69,5.92,140339
2025-06-04,5.95,5.97,5.86,5.9,90145
2025-06-05,5.91,5.98,5.86,5.91,77571
2025-06-06,5.91,6.06,5.91,6.01,118566
2025-06-09,6.09,6.12,5.94,6.04,114245
2025-06-10,6.01,6.05,5.9,5.94,108716
2025-06-11,5.94,6.03,5.92,6.0,66807
2025-06-12,5.98,6.01,5.91,5.99,61939
2025-06-13,5.99,6.08,5.91,5.92,87165
2025-06-16,5.98,6.03,5.87,5.95,109889
2025-06-17,5.95,6.0,5.86,6.0,107365
2025-06-18,5.99,6.0,5.84,5.87,87895
2025-06-19,5.85,5.95,5.72,5.84,121866
2025-06-20,5.84,6.09,5.78,5.99,173114
2025-06-23,6.07,6.14,5.96,6.13,158284
2025-06-24,6.01,6.11,5.88,6.05,145812
2025-06-25,6.04,6.1,6.02,6.09,93321
2025-06-26,6.11,6.15,5.98,6.04,68340
2025-06-27,6.03,6.06,5.95,5.98,66300
2025-06-30,5.98,6.08,5.96,6.02,81676
2025-07-01,6.04,6.12,6.0,6.05,59388
2025-07-02,6.07,6.07,6.01,6.06,42653
2025-07-03,6.06,6.16,6.04,6.14,63660
2025-07-04,6.14,6.2,6.08,6.1,58320
