date,open,high,low,close,volume
2025-03-06,2.98,3.07,2.91,2.91,316080
2025-03-07,2.9,3.02,2.88,2.91,205530
2025-03-10,2.91,2.97,2.83,2.9,193569
2025-03-11,2.85,2.94,2.85,2.93,140825
2025-03-12,2.93,3.04,2.91,2.94,191664
2025-03-13,2.92,2.94,2.8,2.85,232004
2025-03-14,2.82,2.82,2.73,2.8,193705
2025-03-17,2.8,2.86,2.78,2.83,161663
2025-03-18,2.84,2.85,2.75,2.78,170239
2025-03-19,2.77,2.79,2.67,2.71,183980
2025-03-20,2.68,2.71,2.65,2.7,112214
2025-03-21,2.68,2.69,2.6,2.63,133915
2025-03-24,2.63,2.76,2.62,2.76,229240
2025-03-25,2.82,2.84,2.62,2.66,212370
2025-03-26,2.59,2.69,2.53,2.56,344209
2025-03-27,2.55,2.63,2.43,2.44,322101
2025-03-28,2.38,2.42,2.32,2.32,156016
2025-03-31,2.2,2.39,2.2,2.2,483294
2025-04-01,2.09,2.14,2.09,2.09,327466
2025-04-02,2.03,2.04,1.99,1.99,145008
2025-04-03,1.89,1.89,1.89,1.89,46259
2025-04-07,1.8,1.8,1.8,1.8,12267
2025-04-08,1.71,1.71,1.71,1.71,11964
2025-04-09,1.62,1.62,1.62,1.62,19007
2025-04-10,1.55,1.7,1.54,1.62,1157100
2025-04-11,1.54,1.62,1.54,1.54,652041
2025-04-14,1.51,1.62,1.5,1.62,529654
2025-04-15,1.67,1.7,1.66,1.7,107413
2025-04-16,1.79,1.79,1.69,1.79,730236
2025-04-17,1.88,1.88,1.83,1.88,181911
2025-04-18,1.88,1.97,1.87,1.89,930968
2025-04-21,1.8,1.8,1.8,1.8,75356
2025-04-22,1.71,1.71,1.71,1.71,14298
2025-04-23,1.62,1.62,1.62,1.62,23637
2025-04-24,1.54,1.54,1.54,1.54,36405
2025-04-25,1.46,1.46,1.46,1.46,45289
2025-06-20,0.25,0.28,0.21,0.22,1779197
2025-06-23,0.22,0.24,0.21,0.24,568304
2025-06-24,0.25,0.26,0.24,0.26,910276
2025-06-25,0.25,0.26,0.23,0.24,539271
2025-06-26,0.23,0.23,0.22,0.22,382141
2025-06-27,0.21,0.23,0.21,0.22,290446
2025-06-30,0.22,0.23,0.22,0.22,212518
2025-07-01,0.24,0.24,0.23,0.24,402760
2025-07-02,0.24,0.25,0.23,0.23,152427
2025-07-03,0.24,0.25,0.23,0.25,459976
2025-07-04,0.25,0.26,0.24,0.25,234233
